№	PLC-адрес	Улица	Дом	№счетчика	Конц.	Показания сум.		Показания сум.	Показания T1		Показания T2		Показания T3		Показания T4		ТП
						Январь 2017			Январь 2017		Январь 2017		Январь 2017		Январь 2017		
2532	108	ул.Арочная-41а	41а	07952672	2001	11.01 03:43	00003072	3072	****	****	****	****	****	****	****	****	36
2533	555	ул.Арочная-39	39	06232403	2001	11.01 03:46	00010452	10452	****	****	****	****	****	****	****	****	36
2534	507	ул.Арочная-33	33	06206813	2002	11.01 03:58	00083776	83776	****	****	****	****	****	****	****	****	36
2535	108	Терешковой,24-1,2	2	06259124	2001	11.01 03:51	00010468	10468	****	****	****	****	****	****	****	****	364
2536	314	пр.Октябрьский-61	61	06277863	2001	11.01 03:44	00013881	13881	****	****	****	****	****	****	****	****	364
2537	326	пр.Октябрьский-61	61	06277665	2001	11.01 03:54	00016885	16885	****	****	****	****	****	****	****	****	364
2538	328	пр.Ленина-92	92	06277530	2001	11.01 03:47	00008189	8189	****	****	****	****	****	****	****	****	364
2539	332	ул.Терешковой-24	24	06295199	2002	11.01 03:46	00015782	15782	****	****	****	****	****	****	****	****	364
2540	330	пр.Ленина-94	94	06294846	2003	11.01 03:49	00007008	7008	****	****	****	****	****	****	****	****	364
2541	331	ул.Терешковой-24а	24а	06294983	2003	11.01 03:53	00015195	15195	****	****	****	****	****	****	****	****	364
2542	315	пр.Ленина-98	98	06294948	2002	11.01 03:22	00009853	9853	****	****	****	****	****	****	****	****	365
2543	316	пр.Ленина-96	96	06294966	2002	11.01 03:40	00007658	7658	****	****	****	****	****	****	****	****	365
2544	317	пр.Ленина-100а	100а	06277845	2002	11.01 03:48	00009909	9909	****	****	****	****	****	****	****	****	365
2545	327	пр.Ленина-102	102	06277529	2002	11.01 03:36	00009750	9750	****	****	****	****	****	****	****	****	365
2546	329	пр.Ленина-100	100	07003072	2002	11.01 03:39	00008494	8494	****	****	****	****	****	****	****	****	365
2547	903	пр. Ленина	98	06259048	2002	11.01 03:38	00053118	53118	****	****	****	****	****	****	****	****	365
2548	325	пр.Ленина-102а	102а	07003041	2003	11.01 03:45	00008512	8512	****	****	****	****	****	****	****	****	365
2549	289	пр.Ленина-110	110	06277626	2001	11.01 03:41	00007487	7487	****	****	****	****	****	****	****	****	366
2550	336	пр.Ленина-104	104	06294867	2001	11.01 03:50	00007960	7960	****	****	****	****	****	****	****	****	366
2551	334	пр.Ленина-106	106	07000106	2001	11.01 03:50	00013460	13460	****	****	****	****	****	****	****	****	366
2552	337	пр.Ленина-106а	106а	06295198	2001	11.01 03:44	00008529	8529	****	****	****	****	****	****	****	****	366
2553	295	пр.Ленина-108а	108а	06277840	2002	11.01 03:45	00006631	6631	****	****	****	****	****	****	****	****	366
2554	335	пр.Ленина-108	108	06295203	2002	11.01 03:53	00006228	6228	****	****	****	****	****	****	****	****	366
2555	297	ул.Волгоградская-17	17	06277621	2001	11.01 03:39	00015371	15371	****	****	****	****	****	****	****	****	367
2556	303	ул.Волгоградская-15	15	06277636	2001	11.01 03:35	00007074	7074	****	****	****	****	****	****	****	****	367
2557	304	ул.Волгоградская-13	13	06277755	2001	11.01 03:33	00008143	8143	****	****	****	****	****	****	****	****	367
2558	301	пр.Ленина-114	114	06277760	2003	11.01 03:37	00011756	11756	****	****	****	****	****	****	****	****	367
2559	305	пр.Ленина-112	112	06277787	2003	11.01 03:46	00008719	8719	****	****	****	****	****	****	****	****	367
2560	5	пр.Ленина	114	06252876	2002	11.01 03:32	00033891	33891	****	****	****	****	****	****	****	****	367
2561	298	ул.Волгоградская-11	11	06277771	2001	11.01 03:59	00011290	11290	****	****	****	****	****	****	****	****	368
2562	299	ул.Волгоградская-9	9	06258022	2001	11.01 03:48	00007597	7597	****	****	****	****	****	****	****	****	368
2563	302	пр.Октябрьский-63	63	06277340	2001	11.01 03:53	00005796	5796	****	****	****	****	****	****	****	****	368
2564	53	пр.Октябрьский		06221765	2003	11.01 03:55	00009027	9027	****	****	****	****	****	****	****	****	368
2565	227	пр.Октябрьский		06283017	2003	11.01 04:05	00012427	12427	****	****	****	****	****	****	****	****	368
2566	333	пр.Октябрьский		06277942	2003	11.01 04:01	00010287	10287	****	****	****	****	****	****	****	****	368
2567	335	пр.Октябрьский		06294981	2003	11.01 04:05	00013345	13345	****	****	****	****	****	****	****	****	368
2568	336	пр.Октябрьский		06294942	2003	11.01 04:03	00005529	5529	****	****	****	****	****	****	****	****	368
2569	25	пр.Октябрьский		21974296	2003	11.01 03:56	00007750	7750	****	****	****	****	****	****	****	****	368
2570	652	ул.Сарыгина-28	28	07000462	2001	02.01 04:02	00013718	13718	****	****	****	****	****	****	****	****	369
2571	654	ул.Ленина-19	19	06294935	2001	02.01 03:59	00011102	11102	****	****	****	****	****	****	****	****	369
2572	970	ул.Чкалова-17	17	06243338	2001	01.01 08:01	00001010	1010	****	****	****	****	****	****	****	****	369
2573	154	Ленина	21а	09328490	2001	02.01 04:03	00080216	80216	****	****	****	****	****	****	****	****	369
2574	648	ул.Пролетарская-9	9	06295233	2002	02.01 03:58	00011190	11190	****	****	****	****	****	****	****	****	369
2575	673	ул.Сарыгина-26	26	07022751	2002	02.01 04:05	00013699	13699	****	****	****	****	****	****	****	****	369
2576	1	ул. Пролетарская	9А	06239455	2002	02.01 04:02	00008949	8949	****	****	****	****	****	****	****	****	369
2577	2	ул. Пролетарская	9А	06239505	2002	02.01 04:02	00007166	7166	****	****	****	****	****	****	****	****	369
2578	110	ул.Чкалова-16	16	06243026	2003	02.01 03:53	00017913	17913	****	****	****	****	****	****	****	****	369
2579	650	ул.Пролетарская-9	9	06295234	2003	02.01 04:03	00014300	14300	****	****	****	****	****	****	****	****	369
2580	10	Чкалова	19	06259080	2003	02.01 02:58	00028570	28570	****	****	****	****	****	****	****	****	369
2581	2	ул.Ноградская-4	4	03372210	2002	****	****	0	****	****	****	****	****	****	****	****	37
2582	3	ул.Ноградская-6	6	03372707	2002	****	****	0	****	****	****	****	****	****	****	****	37
2583	909	пр. Советский	31	09328385	2002	****	****	0	****	****	****	****	****	****	****	****	37
2584	5	пр.Советский-31	31	03375499	2001	****	****	0	****	****	****	****	****	****	****	****	37
2585	4	пр.Кузнецкий-32	32	03372857	2001	****	****	0	****	****	****	****	****	****	****	****	37
2586	7	ул.Ноградская-2	2	03375488	2001	****	****	0	****	****	****	****	****	****	****	****	37
2587	1	пр.Советский-29	29	03372134	2003	****	****	0	****	****	****	****	****	****	****	****	37
2588	6	пр.Советский-33	33	03372644	2003	****	****	0	****	****	****	****	****	****	****	****	37
2589	27	пр.Советский 31 Офис		010173120	2003	****	****	0	****	****	****	****	****	****	****	****	37
2590	337	ул. Кирова 13	13	06243344	2003	****	****	0	****	****	****	****	****	****	****	****	373
2591	17	Кузбасская	6	17488909	2003	****	****	0	****	****	****	****	****	****	****	****	373
2592	18	Кузбасская	6	17496431	2003	****	****	0	****	****	****	****	****	****	****	****	373
2593	980	пр.Ленина-90а	90а	06277615	2001	11.01 04:24	00011654	11654	****	****	****	****	****	****	****	****	374
2594	40	пр.Ленина-86а	86а	06277517	2002	11.01 03:52	00009616	9616	****	****	****	****	****	****	****	****	374
2595	794	пр.Ленина-88	88	07952266	2002	11.01 03:50	00010343	10343	****	****	****	****	****	****	****	****	374
2596	793	пр.Ленина-90	90	07952265	2003	11.01 04:16	00013589	13589	****	****	****	****	****	****	****	****	374
2597	3	пр. Ленина	86Б	5393936	2003	11.01 04:16	00003650	3650	****	****	****	****	****	****	****	****	374
2598	981	пр.Ленина-86	86	06277293	2001	11.01 03:48	00005304	5304	****	****	****	****	****	****	****	****	375
2599	983	пр.Ленина-82б	82б	06277746	2001	11.01 03:48	00009110	9110	****	****	****	****	****	****	****	****	375
2600	985	пр.Ленина-84	84	06277336	2001	11.01 03:39	00005698	5698	****	****	****	****	****	****	****	****	375
2601	200	пр.Ленина-82а	82а	06277556	2001	11.01 03:41	00007332	7332	****	****	****	****	****	****	****	****	375
2602	793	пр.Ленина-82	82	06239471	2001	11.01 03:47	00008780	8780	****	****	****	****	****	****	****	****	375
2603	20	пр. Ленина	82	01750830	2001	11.01 03:45	00010753	10753	****	****	****	****	****	****	****	****	375
2604	254	пр.Ленина-82	82	06283022	2002	11.01 03:48	00006380	6380	****	****	****	****	****	****	****	****	375
2605	30	Ленина цветы	82	03379026	2002	11.01 03:41	00022978	22978	****	****	****	****	****	****	****	****	375
2606	982	пр.Ленина-90б	90б	06277788	2001	****	****	0	****	****	****	****	****	****	****	****	376
2607	984	пр.Октябрьский-41	41	06277314	2001	****	****	0	****	****	****	****	****	****	****	****	376
2608	986	пр.Октябрьский-47	47	06277295	2001	****	****	0	****	****	****	****	****	****	****	****	376
2609	988	пр.Октябрьский-49	49	06258004	2001	****	****	0	****	****	****	****	****	****	****	****	376
2610	989	пр.Октябрьский-51	51	07022820	2001	****	****	0	****	****	****	****	****	****	****	****	376
2611	992	пр.Октябрьский-51	51	07022823	2001	****	****	0	****	****	****	****	****	****	****	****	376
2612	1	пр. Октябрьский	45	6221623	2001	****	****	0	****	****	****	****	****	****	****	****	376
2613	987	пр.Октябрьский-43	43	06277748	2003	****	****	0	****	****	****	****	****	****	****	****	376
2614	970	пр.Октябрьсий-33	33	06277326	2001	05.01 03:50	00014021	14021	****	****	****	****	****	****	****	****	377
2615	971	пр.Октябрьский-37	37	06277763	2001	05.01 03:37	00012272	12272	****	****	****	****	****	****	****	****	377
2616	977	пр.Октябрьский-35	35	06258025	2001	05.01 03:42	00007779	7779	****	****	****	****	****	****	****	****	377
2617	979	пр.Октябрьский-33а	33а	06277776	2001	05.01 03:48	00014907	14907	****	****	****	****	****	****	****	****	377
2618	975	пр.Ленина-82в	82в	06277757	2003	05.01 03:49	00014450	14450	****	****	****	****	****	****	****	****	377
2619	976	пр.Ленина-82г	82г	06277337	2003	05.01 03:42	00014415	14415	****	****	****	****	****	****	****	****	377
2620	83	пр.Ленина-76	76	07022804	2001	11.01 03:36	00008781	8781	****	****	****	****	****	****	****	****	378
2621	974	пр.Ленина-78	78	06258040	2001	11.01 03:39	00005466	5466	****	****	****	****	****	****	****	****	378
2622	990	пр.Ленина-76а	76а	07022816	2001	11.01 03:35	00015290	15290	****	****	****	****	****	****	****	****	378
2623	991	пр.Ленина-76б	76б	07022726	2001	11.01 03:41	00015015	15015	****	****	****	****	****	****	****	****	378
2624	81	пр.Ленина-76	76	07022775	2002	11.01 03:09	00008427	8427	****	****	****	****	****	****	****	****	378
2625	978	пр.Ленина-80	80	06277785	2002	11.01 03:15	00016195	16195	****	****	****	****	****	****	****	****	378
2626	30	пр.Ленина-70	70	07003058	2001	07.01 03:56	00012357	12357	****	****	****	****	****	****	****	****	379
2627	73	пр.Ленина-70	70	06294970	2001	07.01 03:54	00007155	7155	****	****	****	****	****	****	****	****	379
2628	76	пр.Ленина-72	72	07000207	2002	07.01 03:29	00006523	6523	****	****	****	****	****	****	****	****	379
2629	78	пр.Ленина-74	74	07000367	2002	07.01 03:27	00007451	7451	****	****	****	****	****	****	****	****	379
2630	79	пр.Ленина-70б	70б	06277492	2002	07.01 03:24	00014420	14420	****	****	****	****	****	****	****	****	379
2631	80	пр.Ленина-70а	70а	06294937	2002	07.01 03:28	00013067	13067	****	****	****	****	****	****	****	****	379
2632	30	Мира	10	03375453	2002	11.01 04:01	00009418	9418	****	****	****	****	****	****	****	****	38
2633	84	Мира	14	04415951	2002	11.01 04:01	00037169	37169	****	****	****	****	****	****	****	****	38
2634	201	Мира	16	04415909	2002	****	****	0	****	****	****	****	****	****	****	****	38
2635	5	Черняховского	6	03375230	2002	11.01 04:01	00002844	2844	****	****	****	****	****	****	****	****	38
2636	83	Черняховского	4	04415916	2001	11.01 03:54	00071199	71199	****	****	****	****	****	****	****	****	38
2637	2	Мира	2	03372716	2001	11.01 03:45	00013040	13040	****	****	****	****	****	****	****	****	38
2638	99	Черняховского	2	04409880	2003	11.01 03:46	00061543	61543	****	****	****	****	****	****	****	****	38
2639	11	Мира	4	07013906	2003	11.01 03:38	00007753	7753	****	****	****	****	****	****	****	****	38
2640	96	Черняховского	4А	04409907	2003	11.01 03:48	00074934	74934	****	****	****	****	****	****	****	****	38
2641	84	пр.Октябрьский-33б	33б	07022733	2003	11.01 03:39	00008222	8222	****	****	****	****	****	****	****	****	380
2642	82	пр.Ленина-76в	76в	07022808	2001	11.01 03:39	00012770	12770	****	****	****	****	****	****	****	****	380
2643	972	пр.Октябрьский-23	23	06277309	2001	11.01 03:49	00013784	13784	****	****	****	****	****	****	****	****	380
2644	973	пр.Октябрьский-25	25	06277322	2001	11.01 03:39	00007541	7541	****	****	****	****	****	****	****	****	380
2645	993	пр.Октябрьский-23б	23б	07022795	2001	11.01 03:45	00013916	13916	****	****	****	****	****	****	****	****	380
2646	994	пр.Октябрьский-23а	23а	07022822	2001	11.01 03:48	00014359	14359	****	****	****	****	****	****	****	****	380
2647	1	пр. Октябрьский	29	7086240	2002	11.01 03:37	00008435	8435	****	****	****	****	****	****	****	****	380
2648	20	Октябрьский,15	15	03202724	2002	11.01 04:02	00011569	11569	****	****	****	****	****	****	****	****	381
2649	28	пр.Октябрьский-15	15	07003084	2003	11.01 03:48	00008487	8487	****	****	****	****	****	****	****	****	381
2650	32	пр.Октябрьский-17	17	07002985	2003	11.01 03:46	00014536	14536	****	****	****	****	****	****	****	****	381
2651	71	пр.Октябрьский-21	21	06277523	2003	11.01 03:47	00011977	11977	****	****	****	****	****	****	****	****	381
2652	74	пр.Ленина-70в	70в	07000280	2003	11.01 03:50	00011513	11513	****	****	****	****	****	****	****	****	381
2653	968	пр.Октябрьский-13	13	06277519	2003	11.01 00:01	00015953	15953	****	****	****	****	****	****	****	****	381
2654	2	б-р Пионерский-12	12	06283363	2001	11.01 03:42	00014508	14508	****	****	****	****	****	****	****	****	382
2655	33	б-р Пионерский-12а	12а	07000403	2001	11.01 03:39	00015656	15656	****	****	****	****	****	****	****	****	382
2656	1	пр.Октябрьский-9	9	06283309	2003	11.01 03:42	00010301	10301	****	****	****	****	****	****	****	****	382
2657	24	пр.Октябрьский-9	9	07003093	2003	11.01 03:38	00012511	12511	****	****	****	****	****	****	****	****	382
2658	36	б-р Пионерский-10а	10а	07003014	2003	11.01 03:39	00006108	6108	****	****	****	****	****	****	****	****	382
2659	333	"Кафе"узбек.кухня.   Октябрьский	9	26025520	2003	11.01 03:41	00015035	15035	****	****	****	****	****	****	****	****	382
2660	3	пр. Октябрьский	11	5394036	2002	11.01 03:47	00010000	10000	****	****	****	****	****	****	****	****	382
2661	756	пр.Кузнецкий-58	58	06242971	2002	11.01 00:44	00009891	9891	****	****	****	****	****	****	****	****	387
